customer_key,customer_id,customer_number,customer_firstname,customer_lastname,customer_marital_status,customer_gender,customer_birthday,cntry,customer_create_date
11741,22740,AW00022740,Kimberly,Rogers,single,female,1950-12-10,UNITED STATES,2026-01-05
11742,22741,AW00022741,Darryl,He,marry,male,1951-06-20,UNITED STATES,2026-01-05
11743,22742,AW00022742,Nathan,Nelson,single,male,1950-12-05,UNITED STATES,2026-01-05
11744,22743,AW00022743,Kaylee,Murphy,marry,female,1956-09-04,UNITED STATES,2026-01-05
11745,22744,AW00022744,Edward,Wright,single,male,1951-03-12,UNITED STATES,2026-01-05
11746,22745,AW00022745,Alexandria,Patterson,marry,female,1950-08-16,UNITED STATES,2026-01-05
11747,22746,AW00022746,Erica,Zhang,marry,female,1951-03-06,UNITED STATES,2026-01-05
11748,22747,AW00022747,Brianna,Martinez,marry,female,1950-09-07,UNITED STATES,2026-01-05
11749,22748,AW00022748,Adam,Phillips,single,male,1952-03-12,CANADA,2026-01-05
11750,22749,AW00022749,Miranda,Patterson,marry,female,1952-01-07,UNITED STATES,2026-01-05
11751,22750,AW00022750,Jesse,Gonzalez,marry,male,1951-12-02,UNITED STATES,2026-01-05
11752,22751,AW00022751,Samuel,Rodriguez,marry,male,1952-01-15,UNITED STATES,2026-01-05
11753,22752,AW00022752,Daniel,Brown,marry,male,1951-10-09,UNITED STATES,2026-01-05
11754,22753,AW00022753,Hailey,Morgan,single,female,1953-02-18,UNITED STATES,2026-01-05
11755,22754,AW00022754,Robert,Foster,marry,male,1952-08-24,UNITED STATES,2026-01-05
11756,22755,AW00022755,Christian,Brown,marry,male,1952-11-07,CANADA,2026-01-05
11757,22756,AW00022756,Jon,Nath,marry,male,1953-05-06,UNITED STATES,2026-01-05
11758,22757,AW00022757,Savannah,Peterson,marry,female,1952-10-31,UNITED STATES,2026-01-05
11759,22758,AW00022758,Katherine,Jackson,single,female,1959-05-17,UNITED STATES,2026-01-05
11760,22759,AW00022759,Julia,Ramirez,marry,female,1954-05-21,UNITED STATES,2026-01-05
11761,22760,AW00022760,Hunter,Chen,marry,male,1954-04-03,UNITED STATES,2026-01-05
11762,22761,AW00022761,Eduardo,Price,single,male,1954-03-09,UNITED STATES,2026-01-05
11763,22762,AW00022762,Melissa,Diaz,marry,female,1953-10-11,UNITED STATES,2026-01-05
11764,22763,AW00022763,Rebecca,Gonzalez,single,female,1954-02-07,UNITED STATES,2026-01-05
11765,22764,AW00022764,Chase,Brooks,marry,male,1953-12-02,UNITED STATES,2026-01-05
11766,22765,AW00022765,Luis,Collins,marry,male,1955-03-21,CANADA,2026-01-05
11767,22766,AW00022766,Cassidy,Hayes,marry,female,1955-05-05,UNITED STATES,2026-01-05
11768,22767,AW00022767,Luis,Hernandez,marry,male,1954-11-18,UNITED STATES,2026-01-05
11769,22768,AW00022768,Aaron,Zhang,marry,male,1955-01-19,UNITED STATES,2026-01-05
11770,22769,AW00022769,Benjamin,Martin,marry,male,1955-04-21,UNITED STATES,2026-01-05
11771,22770,AW00022770,Chloe,Morgan,marry,female,1955-05-25,UNITED STATES,2026-01-05
11772,22771,AW00022771,Mason,King,marry,male,1956-05-26,CANADA,2026-01-05
11773,22772,AW00022772,Erin,Watson,marry,female,1956-06-11,CANADA,2026-01-05
11774,22773,AW00022773,Autumn,Zhang,marry,female,1961-04-19,UNITED STATES,2026-01-05
11775,22774,AW00022774,Caleb,Alexander,marry,male,1956-04-17,UNITED STATES,2026-01-05
11776,22775,AW00022775,Madison,Martinez,marry,female,1956-02-17,UNITED STATES,2026-01-05
11777,22776,AW00022776,Julia,Perry,marry,female,1955-11-03,UNITED STATES,2026-01-05
11778,22777,AW00022777,Tyler,Garcia,marry,male,1956-10-09,UNITED STATES,2026-01-05
11779,22778,AW00022778,Monique,Dominguez,marry,female,1957-05-12,UNITED STATES,2026-01-05
11780,22779,AW00022779,Lance,Ruiz,marry,male,1957-06-10,UNITED STATES,2026-01-05
11781,22780,AW00022780,Jennifer,Rogers,marry,female,1956-11-13,UNITED STATES,2026-01-05
11782,22781,AW00022781,Hunter,Powell,marry,male,1956-12-19,UNITED STATES,2026-01-05
11783,22782,AW00022782,Dakota,Wood,single,male,1956-09-30,UNITED STATES,2026-01-05
11784,22783,AW00022783,Isaac,Green,marry,male,1958-04-03,UNITED STATES,2026-01-05
11785,22784,AW00022784,Nicholas,Jackson,marry,male,1963-06-14,UNITED STATES,2026-01-05
11786,22785,AW00022785,Oscar,Perry,marry,male,1957-07-12,CANADA,2026-01-05
11787,22786,AW00022786,Wyatt,Goldstein,marry,male,1958-01-13,UNITED STATES,2026-01-05
11788,22787,AW00022787,Andrea,Sanchez,marry,female,1957-09-08,UNITED STATES,2026-01-05
11789,22788,AW00022788,Jordan,Jenkins,marry,male,1958-06-13,UNITED STATES,2026-01-05
11790,22789,AW00022789,Richard,Taylor,marry,male,1958-01-08,UNITED STATES,2026-01-05
11791,22790,AW00022790,Luke,Phillips,single,male,1957-08-04,UNITED STATES,2026-01-05
11792,22791,AW00022791,Taylor,Jenkins,marry,female,1957-09-07,UNITED STATES,2026-01-05
11793,22792,AW00022792,Thomas,Carter,marry,male,1969-08-01,UNITED STATES,2026-01-05
11794,22793,AW00022793,Antonio,Jenkins,single,male,1958-12-16,UNITED STATES,2026-01-05
11795,22794,AW00022794,Kelli,Deng,marry,female,1980-04-30,n/a,2026-01-05
11796,22795,AW00022795,Tara,Yuan,marry,female,1973-08-14,FRANCE,2026-01-05
11797,22796,AW00022796,Brad,Nath,marry,male,1962-11-14,FRANCE,2026-01-05
11798,22797,AW00022797,Leonard,She,marry,male,1962-08-26,GERMANY,2026-01-05
11799,22798,AW00022798,Heidi,Fernandez,marry,female,1963-02-05,n/a,2026-01-05
11800,22799,AW00022799,Riley,Alexander,marry,female,1961-10-02,n/a,2026-01-05
11801,22800,AW00022800,Dwayne,Alvarez,marry,male,1960-12-10,FRANCE,2026-01-05
11802,22801,AW00022801,Alicia,Raje,marry,female,1961-05-09,GERMANY,2026-01-05
11803,22802,AW00022802,Ann,Van,single,female,1966-03-20,GERMANY,2026-01-05
11804,22803,AW00022803,Marshall,Shan,single,male,1960-08-04,GERMANY,2026-01-05
11805,22804,AW00022804,Kelly,Butler,marry,female,1960-05-15,GERMANY,2026-01-05
11806,22805,AW00022805,Cristina,Goel,marry,female,1950-04-24,GERMANY,2026-01-05
11807,22806,AW00022806,Crystal,Sun,marry,female,1949-10-24,GERMANY,2026-01-05
11808,22807,AW00022807,Cindy,Garcia,marry,female,1949-10-07,n/a,2026-01-05
11809,22808,AW00022808,Ebony,Suri,single,female,1949-10-18,n/a,2026-01-05
11810,22809,AW00022809,Martin,Sara,marry,male,1950-12-13,GERMANY,2026-01-05
11811,22810,AW00022810,Nathaniel,Sanchez,marry,male,1950-10-05,GERMANY,2026-01-05
11812,22811,AW00022811,Brent,Stone,marry,male,1950-12-14,n/a,2026-01-05
11813,22812,AW00022812,Destiny,Washington,marry,female,1951-03-24,n/a,2026-01-05
11814,22813,AW00022813,Jerry,Deng,marry,male,1951-03-12,n/a,2026-01-05
11815,22814,AW00022814,Edwin,Kumar,marry,male,1951-08-10,FRANCE,2026-01-05
11816,22815,AW00022815,Margaret,Wang,marry,female,1952-02-07,GERMANY,2026-01-05
11817,22816,AW00022816,Erica,Cai,marry,female,1951-12-05,GERMANY,2026-01-05
11818,22817,AW00022817,Calvin,Nath,single,male,1951-09-15,GERMANY,2026-01-05
11819,22818,AW00022818,Janet,Ruiz,marry,female,1951-09-29,n/a,2026-01-05
11820,22819,AW00022819,Daisy,Alvarez,marry,female,1958-11-17,n/a,2026-01-05
11821,22820,AW00022820,Alex,Nelson,marry,male,1960-05-12,FRANCE,2026-01-05
11822,22821,AW00022821,Wendy,Munoz,marry,female,1959-11-29,GERMANY,2026-01-05
11823,22822,AW00022822,Devin,Anderson,marry,male,1959-08-22,n/a,2026-01-05
11824,22823,AW00022823,Isabel,Alexander,marry,female,1959-01-09,n/a,2026-01-05
11825,22824,AW00022824,April,Nath,marry,female,1963-11-18,FRANCE,2026-01-05
11826,22825,AW00022825,Kelli,Zeng,single,female,1957-11-09,n/a,2026-01-05
11827,22826,AW00022826,Christian,Russell,marry,male,1958-04-18,n/a,2026-01-05
11828,22827,AW00022827,Clayton,Gao,marry,male,1957-06-16,FRANCE,2026-01-05
11829,22828,AW00022828,Francisco,Suri,marry,male,1955-07-02,n/a,2026-01-05
11830,22829,AW00022829,Chelsea,Chandra,marry,female,1955-02-24,FRANCE,2026-01-05
11831,22830,AW00022830,Lee,Travers,marry,male,1955-05-05,GERMANY,2026-01-05
11832,22831,AW00022831,Victor,Ruiz,single,male,1954-06-05,FRANCE,2026-01-05
11833,22832,AW00022832,Martin,Gonzalez,marry,male,1953-12-07,FRANCE,2026-01-05
11834,22833,AW00022833,Bruce,Prasad,marry,male,1959-03-19,FRANCE,2026-01-05
11835,22834,AW00022834,Darryl,Zhou,marry,male,1952-10-15,GERMANY,2026-01-05
11836,22835,AW00022835,Alan,Zhang,marry,male,1953-05-12,GERMANY,2026-01-05
11837,22836,AW00022836,Michele,Sai,single,female,1952-10-01,GERMANY,2026-01-05
11838,22837,AW00022837,Sergio,Chandra,marry,male,1958-02-06,n/a,2026-01-05
11839,22838,AW00022838,Cedric,Rai,marry,male,1953-01-29,n/a,2026-01-05
11840,22839,AW00022839,Brandy,Mehta,single,female,1986-05-15,AUSTRALIA,2026-01-05
11841,22840,AW00022840,Dominic,Sullivan,single,male,1981-10-08,AUSTRALIA,2026-01-05
11842,22841,AW00022841,Douglas,Martinez,single,male,1982-02-16,AUSTRALIA,2026-01-05
11843,22842,AW00022842,Michele,Nara,single,female,1981-10-18,AUSTRALIA,2026-01-05
11844,22843,AW00022843,Tiffany,Lu,single,female,1982-04-06,AUSTRALIA,2026-01-05
11845,22844,AW00022844,Marie,Arun,marry,female,1982-02-15,AUSTRALIA,2026-01-05
11846,22845,AW00022845,Jake,Chen,marry,male,1981-09-10,AUSTRALIA,2026-01-05
11847,22846,AW00022846,Frank,Gutierrez,single,male,1980-11-14,AUSTRALIA,2026-01-05
11848,22847,AW00022847,Jaclyn,Chen,single,female,1985-11-16,AUSTRALIA,2026-01-05
11849,22848,AW00022848,Peter,Pal,single,male,1980-04-07,AUSTRALIA,2026-01-05
11850,22849,AW00022849,Kristopher,Suri,marry,male,1978-11-14,AUSTRALIA,2026-01-05
11851,22850,AW00022850,Devon,Luo,marry,male,1979-08-05,AUSTRALIA,2026-01-05
11852,22851,AW00022851,Kaylee,Edwards,single,female,1979-01-13,AUSTRALIA,2026-01-05
11853,22852,AW00022852,Billy,Alonso,marry,male,1978-02-19,AUSTRALIA,2026-01-05
11854,22853,AW00022853,Tasha,Pal,single,female,1983-05-02,AUSTRALIA,2026-01-05
11855,22854,AW00022854,Ebony,Mehta,single,female,1984-08-16,AUSTRALIA,2026-01-05
11856,22855,AW00022855,Summer,Sai,marry,female,1978-08-12,AUSTRALIA,2026-01-05
11857,22856,AW00022856,Lance,Carlson,marry,male,1977-04-12,AUSTRALIA,2026-01-05
11858,22857,AW00022857,Julio,Romero,marry,male,1977-07-14,AUSTRALIA,2026-01-05
11859,22858,AW00022858,Deborah,Tang,marry,female,1978-02-13,AUSTRALIA,2026-01-05
11860,22859,AW00022859,Arianna,Sanders,marry,female,1977-01-20,AUSTRALIA,2026-01-05
11861,22860,AW00022860,Cedric,Kumar,marry,male,1975-11-24,AUSTRALIA,2026-01-05
11862,22861,AW00022861,Devin,Hughes,marry,male,1970-01-14,UNITED STATES,2026-01-05
11863,22862,AW00022862,Derrick,Navarro,marry,male,1980-07-18,UNITED STATES,2026-01-05
11864,22863,AW00022863,Hunter,Thomas,marry,male,1961-11-08,UNITED STATES,2026-01-05
11865,22864,AW00022864,Mason,Hall,marry,male,1973-06-20,UNITED STATES,2026-01-05
11866,22865,AW00022865,Stephanie,Hall,marry,female,1945-01-30,UNITED STATES,2026-01-05
11867,22866,AW00022866,William,Thompson,single,male,1979-12-12,GERMANY,2026-01-05
11868,22867,AW00022867,Max,Ruiz,single,male,1986-06-05,GERMANY,2026-01-05
11869,22868,AW00022868,Ernest,Sun,single,male,1985-08-22,FRANCE,2026-01-05
11870,22869,AW00022869,Rafael,Lu,single,male,1986-04-12,n/a,2026-01-05
11871,22870,AW00022870,Barbara,Chen,single,female,1984-05-14,FRANCE,2026-01-05
11872,22871,AW00022871,David,Coleman,marry,male,1979-04-02,UNITED STATES,2026-01-05
11873,22872,AW00022872,Sara,Bailey,marry,female,1967-12-24,UNITED STATES,2026-01-05
11874,22873,AW00022873,Robert,Williams,marry,male,1967-07-26,UNITED STATES,2026-01-05
11875,22874,AW00022874,Drew,Anand,single,male,1967-04-09,UNITED STATES,2026-01-05
11876,22875,AW00022875,Robert,Russell,single,male,1966-09-13,UNITED STATES,2026-01-05
11877,22876,AW00022876,Jenna,Campbell,marry,female,1972-11-12,UNITED STATES,2026-01-05
11878,22877,AW00022877,Xavier,Griffin,marry,male,1972-11-06,CANADA,2026-01-05
11879,22878,AW00022878,Angelica,Ross,marry,female,1967-01-08,UNITED STATES,2026-01-05
11880,22879,AW00022879,Jocelyn,Russell,marry,female,1972-11-16,UNITED STATES,2026-01-05
11881,22880,AW00022880,Ashley,Harris,marry,female,1965-12-29,UNITED STATES,2026-01-05
11882,22881,AW00022881,Wyatt,Martinez,marry,male,1971-10-16,CANADA,2026-01-05
11883,22882,AW00022882,Charles,Jones,single,male,1972-09-01,CANADA,2026-01-05
11884,22883,AW00022883,Xavier,Morgan,single,male,1972-11-10,UNITED STATES,2026-01-05
11885,22884,AW00022884,Danielle,Richardson,single,female,1978-11-19,UNITED STATES,2026-01-05
11886,22885,AW00022885,Caleb,Henderson,single,male,1972-08-27,UNITED STATES,2026-01-05
11887,22886,AW00022886,Andrea,King,single,female,1973-03-07,UNITED STATES,2026-01-05
11888,22887,AW00022887,Mason,Richardson,marry,male,1965-09-01,UNITED STATES,2026-01-05
11889,22888,AW00022888,Abigail,Long,marry,female,1965-09-01,UNITED STATES,2026-01-05
11890,22889,AW00022889,Julia,Long,marry,female,1970-05-22,CANADA,2026-01-05
11891,22890,AW00022890,Alexis,Hall,marry,female,1970-09-21,UNITED STATES,2026-01-05
11892,22891,AW00022891,Andrea,Gonzalez,marry,female,1964-07-31,UNITED STATES,2026-01-05
11893,22892,AW00022892,Timothy,Mitchell,single,male,1964-10-14,UNITED STATES,2026-01-05
11894,22893,AW00022893,Chloe,Miller,single,female,1965-01-13,CANADA,2026-01-05
11895,22894,AW00022894,Danielle,Ramirez,marry,female,1964-10-29,UNITED STATES,2026-01-05
11896,22895,AW00022895,Eduardo,Perez,single,male,1965-05-19,CANADA,2026-01-05
11897,22896,AW00022896,Logan,Miller,marry,male,1963-09-16,UNITED STATES,2026-01-05
11898,22897,AW00022897,Arianna,Ramirez,marry,female,1969-05-23,UNITED STATES,2026-01-05
11899,22898,AW00022898,Melanie,Washington,marry,female,1963-08-30,UNITED STATES,2026-01-05
11900,22899,AW00022899,Charles,Carter,marry,male,1963-11-18,UNITED STATES,2026-01-05
11901,22900,AW00022900,Hunter,Li,single,male,1964-06-04,UNITED STATES,2026-01-05
11902,22901,AW00022901,Katherine,Stewart,single,female,1969-10-22,CANADA,2026-01-05
11903,22902,AW00022902,Pedro,Madan,marry,male,1963-11-22,UNITED STATES,2026-01-05
11904,22903,AW00022903,Hailey,Stewart,single,female,1963-12-09,CANADA,2026-01-05
11905,22904,AW00022904,Mitchell,Shen,single,male,1975-01-12,AUSTRALIA,2026-01-05
11906,22905,AW00022905,Joe,Schmidt,marry,male,1975-01-15,AUSTRALIA,2026-01-05
11907,22906,AW00022906,Jessie,Moreno,marry,female,1980-10-21,AUSTRALIA,2026-01-05
11908,22907,AW00022907,Barry,Sai,marry,male,1973-08-21,AUSTRALIA,2026-01-05
11909,22908,AW00022908,Eddie,Ortega,marry,male,1975-09-19,AUSTRALIA,2026-01-05
11910,22909,AW00022909,Tommy,Goel,single,male,1974-05-25,AUSTRALIA,2026-01-05
11911,22910,AW00022910,Latoya,Tang,marry,female,1973-10-15,AUSTRALIA,2026-01-05
11912,22911,AW00022911,Gregory,Raje,marry,male,1979-10-01,AUSTRALIA,2026-01-05
11913,22912,AW00022912,Mallory,Moreno,single,female,1980-12-03,AUSTRALIA,2026-01-05
11914,22913,AW00022913,Valerie,Lu,single,female,1975-06-24,AUSTRALIA,2026-01-05
11915,22914,AW00022914,Faith,Gray,single,female,1972-08-08,AUSTRALIA,2026-01-05
11916,22915,AW00022915,Carly,Shen,marry,female,1972-08-07,AUSTRALIA,2026-01-05
11917,22916,AW00022916,Raquel,Romero,marry,female,1978-05-17,AUSTRALIA,2026-01-05
11918,22917,AW00022917,Maurice,She,single,male,1971-10-09,AUSTRALIA,2026-01-05
11919,22918,AW00022918,Calvin,Jai,single,male,1971-09-17,AUSTRALIA,2026-01-05
11920,22919,AW00022919,Stanley,Rana,marry,male,1972-03-11,AUSTRALIA,2026-01-05
11921,22920,AW00022920,Calvin,Andersen,marry,male,1970-08-25,AUSTRALIA,2026-01-05
11922,22921,AW00022921,Kelsey,Shen,single,female,1973-08-17,AUSTRALIA,2026-01-05
11923,22922,AW00022922,Heidi,Martinez,single,female,1974-01-06,AUSTRALIA,2026-01-05
11924,22923,AW00022923,Mason,Lopez,marry,male,1975-01-22,AUSTRALIA,2026-01-05
11925,22924,AW00022924,Marie,Sanchez,single,female,1969-07-31,AUSTRALIA,2026-01-05
11926,22925,AW00022925,Karla,Shen,marry,female,1975-05-14,AUSTRALIA,2026-01-05
11927,22926,AW00022926,Keith,Yuan,single,male,1968-08-07,AUSTRALIA,2026-01-05
11928,22927,AW00022927,Jon,Guo,single,male,1968-08-02,AUSTRALIA,2026-01-05
11929,22928,AW00022928,Natalie,Nelson,single,female,1968-10-08,AUSTRALIA,2026-01-05
11930,22929,AW00022929,Isabella,Davis,single,female,1973-04-26,AUSTRALIA,2026-01-05
11931,22930,AW00022930,Brett,Raman,marry,male,1978-11-18,AUSTRALIA,2026-01-05
11932,22931,AW00022931,Logan,Johnson,marry,male,1933-08-30,AUSTRALIA,2026-01-05
11933,22932,AW00022932,Maurice,Jai,single,male,1973-05-07,AUSTRALIA,2026-01-05
11934,22933,AW00022933,Kelli,Chande,single,female,1968-03-13,AUSTRALIA,2026-01-05
11935,22934,AW00022934,Tonya,Kumar,marry,female,1968-05-15,AUSTRALIA,2026-01-05
11936,22935,AW00022935,Tamara,Shen,single,female,1972-05-19,AUSTRALIA,2026-01-05
11937,22936,AW00022936,Jill,Diaz,single,female,1967-01-29,AUSTRALIA,2026-01-05
11938,22937,AW00022937,Jose,Baker,single,male,1972-06-10,AUSTRALIA,2026-01-05
11939,22938,AW00022938,Hector,Blanco,marry,male,1967-01-29,AUSTRALIA,2026-01-05
11940,22939,AW00022939,Rebekah,Arthur,single,female,1966-12-10,AUSTRALIA,2026-01-05
11941,22940,AW00022940,Briana,Ashe,single,female,1972-05-16,AUSTRALIA,2026-01-05
11942,22941,AW00022941,Destiny,Bailey,single,female,1977-12-11,AUSTRALIA,2026-01-05
11943,22942,AW00022942,Brittney,She,marry,female,1965-12-24,AUSTRALIA,2026-01-05
11944,22943,AW00022943,Timothy,Parker,single,male,1966-04-06,AUSTRALIA,2026-01-05
11945,22944,AW00022944,Jodi,Lal,marry,female,1964-10-09,AUSTRALIA,2026-01-05
11946,22945,AW00022945,Linda,Sanz,marry,female,1976-05-13,AUSTRALIA,2026-01-05
11947,22946,AW00022946,Bryant,Kapoor,single,male,1964-11-14,AUSTRALIA,2026-01-05
11948,22947,AW00022947,Danielle,Torres,single,female,1939-04-09,AUSTRALIA,2026-01-05
11949,22948,AW00022948,Lucas,Turner,single,male,1970-01-01,AUSTRALIA,2026-01-05
11950,22949,AW00022949,Gavin,Butler,single,male,1939-09-17,AUSTRALIA,2026-01-05
11951,22950,AW00022950,Nicole,Cox,single,female,1969-05-11,AUSTRALIA,2026-01-05
11952,22951,AW00022951,Chelsea,Mehta,single,female,1969-01-01,AUSTRALIA,2026-01-05
11953,22952,AW00022952,Luke,Baker,marry,male,1968-11-05,AUSTRALIA,2026-01-05
11954,22953,AW00022953,Barbara,Liang,single,female,1969-05-14,AUSTRALIA,2026-01-05
11955,22954,AW00022954,Justin,Thompson,single,male,1968-08-31,AUSTRALIA,2026-01-05
11956,22955,AW00022955,Leslie,Suarez,marry,female,1973-06-20,AUSTRALIA,2026-01-05
11957,22956,AW00022956,Randy,Guo,marry,male,1968-02-21,AUSTRALIA,2026-01-05
11958,22957,AW00022957,Nicole,Davis,marry,female,1973-04-08,AUSTRALIA,2026-01-05
11959,22958,AW00022958,Brandy,Fernandez,single,female,1966-08-01,AUSTRALIA,2026-01-05
11960,22959,AW00022959,Julie,Yuan,single,female,1972-03-01,AUSTRALIA,2026-01-05
11961,22960,AW00022960,Douglas,Malhotra,marry,male,1972-08-06,AUSTRALIA,2026-01-05
11962,22961,AW00022961,Nina,She,marry,female,1972-07-03,AUSTRALIA,2026-01-05
11963,22962,AW00022962,Casey,Martin,marry,male,1963-01-03,AUSTRALIA,2026-01-05
11964,22963,AW00022963,Willie,Ye,marry,male,1974-06-17,AUSTRALIA,2026-01-05
11965,22964,AW00022964,Eric,Hayes,single,male,1946-04-27,AUSTRALIA,2026-01-05
11966,22965,AW00022965,Carrie,Gomez,single,female,1941-12-30,AUSTRALIA,2026-01-05
11967,22966,AW00022966,Jodi,Chapman,single,female,1967-11-29,AUSTRALIA,2026-01-05
11968,22967,AW00022967,Rachel,Smith,marry,female,1982-05-23,UNITED STATES,2026-01-05
11969,22968,AW00022968,Logan,Perez,single,male,1980-10-13,UNITED STATES,2026-01-05
11970,22969,AW00022969,Taylor,Martin,single,female,1981-03-26,CANADA,2026-01-05
11971,22970,AW00022970,Mary,Phillips,single,female,1982-04-05,UNITED STATES,2026-01-05
11972,22971,AW00022971,Morgan,Howard,single,female,1986-05-06,CANADA,2026-01-05
11973,22972,AW00022972,Bailey,James,single,female,1985-08-23,UNITED STATES,2026-01-05
11974,22973,AW00022973,Alan,Lin,single,male,1952-03-23,AUSTRALIA,2026-01-05
11975,22974,AW00022974,Erika,Vazquez,marry,female,1942-11-14,AUSTRALIA,2026-01-05
11976,22975,AW00022975,Courtney,Turner,single,female,1984-03-11,CANADA,2026-01-05
11977,22976,AW00022976,Eric,Foster,single,male,1983-10-07,CANADA,2026-01-05
11978,22977,AW00022977,Ian,Patterson,marry,male,1983-10-19,UNITED STATES,2026-01-05
11979,22978,AW00022978,Devon,Jai,marry,male,1944-04-24,AUSTRALIA,2026-01-05
11980,22979,AW00022979,Theodore,Hernandez,single,male,1983-01-19,UNITED STATES,2026-01-05
11981,22980,AW00022980,Oscar,Washington,marry,male,1982-08-23,UNITED STATES,2026-01-05
11982,22981,AW00022981,Amanda,Flores,single,female,1982-11-23,UNITED STATES,2026-01-05
11983,22982,AW00022982,Madison,Miller,marry,female,1982-04-03,UNITED STATES,2026-01-05
11984,22983,AW00022983,Maria,Bennett,single,female,1984-12-12,CANADA,2026-01-05
11985,22984,AW00022984,Cameron,Robinson,marry,male,1985-04-09,UNITED STATES,2026-01-05
11986,22985,AW00022985,Hailey,Phillips,marry,female,1985-03-05,UNITED STATES,2026-01-05
11987,22986,AW00022986,Carly,Jai,single,female,1946-01-24,AUSTRALIA,2026-01-05
11988,22987,AW00022987,Jerome,Dominguez,marry,male,1951-10-16,AUSTRALIA,2026-01-05
11989,22988,AW00022988,Patricia,Madan,marry,female,1945-09-17,AUSTRALIA,2026-01-05
11990,22989,AW00022989,Megan,Butler,marry,female,1982-01-05,UNITED STATES,2026-01-05
11991,22990,AW00022990,Alyssa,Stewart,single,female,1982-06-02,UNITED STATES,2026-01-05
11992,22991,AW00022991,Morgan,Jenkins,single,female,1980-01-22,UNITED STATES,2026-01-05
11993,22992,AW00022992,Austin,Yang,single,male,1979-05-21,UNITED STATES,2026-01-05
11994,22993,AW00022993,Xavier,Sanchez,single,male,1977-08-19,UNITED STATES,2026-01-05
11995,22994,AW00022994,Chloe,Allen,marry,female,1977-11-24,UNITED STATES,2026-01-05
11996,22995,AW00022995,Isabella,Bryant,single,female,1977-11-29,CANADA,2026-01-05
11997,22996,AW00022996,Jordan,Henderson,marry,male,1978-06-02,CANADA,2026-01-05
11998,22997,AW00022997,Lucas,Williams,marry,male,1974-03-22,UNITED STATES,2026-01-05
11999,22998,AW00022998,Lauren,Washington,marry,female,1979-11-23,CANADA,2026-01-05
12000,22999,AW00022999,Jackson,Hill,marry,male,1974-04-05,UNITED STATES,2026-01-05
12001,23000,AW00023000,Victoria,Henderson,marry,female,1972-12-09,UNITED STATES,2026-01-05
12002,23001,AW00023001,Julio,Munoz,single,male,1972-07-23,UNITED STATES,2026-01-05
12003,23002,AW00023002,Arthur,Hernandez,single,male,1973-08-31,UNITED STATES,2026-01-05
12004,23003,AW00023003,Ashley,Robinson,single,female,1973-11-24,UNITED STATES,2026-01-05
12005,23004,AW00023004,Raymond,Fernandez,marry,male,1979-08-06,UNITED STATES,2026-01-05
12006,23005,AW00023005,Luke,Sharma,marry,male,1985-05-20,UNITED STATES,2026-01-05
12007,23006,AW00023006,Seth,Lee,marry,male,1984-09-22,UNITED STATES,2026-01-05
12008,23007,AW00023007,Isaac,Sanchez,single,male,1985-05-03,UNITED STATES,2026-01-05
12009,23008,AW00023008,Sheena,She,marry,female,1950-06-06,AUSTRALIA,2026-01-05
12010,23009,AW00023009,Dalton,Thomas,marry,male,1983-09-13,CANADA,2026-01-05
12011,23010,AW00023010,Seth,Cook,single,male,1983-09-13,CANADA,2026-01-05
12012,23011,AW00023011,Isaiah,Rivera,marry,male,1983-09-29,UNITED STATES,2026-01-05
12013,23012,AW00023012,Mathew,Carlson,marry,male,1952-03-23,AUSTRALIA,2026-01-05
12014,23013,AW00023013,Louis,Yang,marry,male,1951-10-09,AUSTRALIA,2026-01-05
12015,23014,AW00023014,Cassandra,Mehta,marry,female,1951-11-30,AUSTRALIA,2026-01-05
12016,23015,AW00023015,Juan,Rivera,marry,male,1976-08-07,UNITED STATES,2026-01-05
12017,23016,AW00023016,Victoria,Powell,marry,female,1976-08-01,UNITED STATES,2026-01-05
12018,23017,AW00023017,Alison,Rai,marry,female,1976-09-01,UNITED STATES,2026-01-05
12019,23018,AW00023018,Richard,White,marry,male,1976-08-30,UNITED STATES,2026-01-05
12020,23019,AW00023019,Emma,Garcia,marry,female,1976-10-11,UNITED STATES,2026-01-05
12021,23020,AW00023020,Hannah,Jones,marry,female,1968-10-19,UNITED STATES,2026-01-05
12022,23021,AW00023021,Stefanie,Mehta,marry,female,1969-01-14,UNITED STATES,2026-01-05
12023,23022,AW00023022,Jocelyn,Bradley,single,female,1968-02-19,CANADA,2026-01-05
12024,23023,AW00023023,Naomi,Vazquez,marry,female,1973-11-08,UNITED STATES,2026-01-05
12025,23024,AW00023024,Emma,Davis,marry,female,1967-08-14,UNITED STATES,2026-01-05
12026,23025,AW00023025,Richard,Richardson,marry,male,1967-09-30,UNITED STATES,2026-01-05
12027,23026,AW00023026,Jessica,Rogers,single,female,1973-08-08,UNITED STATES,2026-01-05
12028,23027,AW00023027,Fernando,Griffin,single,male,1967-09-30,UNITED STATES,2026-01-05
12029,23028,AW00023028,Anna,Taylor,marry,female,1967-08-12,UNITED STATES,2026-01-05
12030,23029,AW00023029,Ian,Ross,marry,male,1972-04-12,UNITED STATES,2026-01-05
12031,23030,AW00023030,Aidan,Jenkins,marry,male,1966-12-08,UNITED STATES,2026-01-05
12032,23031,AW00023031,Brooke,Morgan,single,female,1972-10-29,UNITED STATES,2026-01-05
12033,23032,AW00023032,Jesse,Parker,marry,male,1966-09-09,UNITED STATES,2026-01-05
